account,date,dunk_line,punch,target,source,views,video_id
democrats,20250703,This is the worst bill I've seen in my lifetime.,up (powerful figure),The Republican budget bill,speech,96200,7522874405802855693
democrats,20250703,are we great yet?,lateral (institution),Republican Party,caption,20100000,7522976168543358221
democrats,20250703,Republicans after passing the “we fucking hate poor people” bill,lateral (institution),Republican Party,overlay,20100000,7522976168543358221
democrats,20250704,same energy,up (powerful figure),Republican politicians,caption,1500000,7523335854237043982
democrats,20250704,ts so ahh 🥀,up (powerful figure),Republican politicians,overlay,1500000,7523335854237043982
democrats,20250704,"Damn, I'm on my Britney s***. Oops, I hit again.",up (powerful figure),Republican politicians,sound,1500000,7523335854237043982
democrats,20250704,"Damn, I'm on my DJ Khaled s***. We the best.",up (powerful figure),Republican politicians,sound,1500000,7523335854237043982
democrats,20250704,"Damn, we rolling hella deep. I feel like Adele.",up (powerful figure),Republican politicians,sound,1500000,7523335854237043982
democrats,20250704,Trump after signing the “poor people don’t deserve to live” bill,up (powerful figure),Donald Trump,overlay,867200,7523353375405100302
democrats,20250708,What changed?,up (powerful figure),JD Vance,caption,514700,7524798617081761038
democrats,20250708,DOJ says no evidence Jeffrey Epstein had a 'client list' or blackmailed associates,up (powerful figure),The Trump-Vance admin,overlay,514700,7524798617081761038
democrats,20250709,Are you still talking about Jeffrey Epstein?,up (powerful figure),Donald Trump,overlay,112400,7525080836702506253
democrats,20250709,People still talking about this guy? Do you want to waste the time?,up (powerful figure),Donald Trump,overlay,112400,7525080836702506253
democrats,20250709,that's suspicious that's weird,up (powerful figure),Donald Trump,sound,112400,7525080836702506253
democrats,20250709,the official language of Liberia is English btw,up (powerful figure),Donald Trump,caption,346000,7525161875911281933
democrats,20250709,such good english,up (powerful figure),Donald Trump,speech,346000,7525161875911281933
democrats,20250709,Were you educated?,up (powerful figure),Donald Trump,speech,346000,7525161875911281933
democrats,20250709,i have people at this table can't speak nearly as well,up (powerful figure),Donald Trump,speech,346000,7525161875911281933
democrats,20250711,I can't give you a yes or no to that.,up (powerful figure),Robert F. Kennedy Jr.,overlay,1100000,7525847595214720311
democrats,20250711,RFK Jr. posts photos swimming with his family in DC's Rock Creek despite warnings of high bacteria,up (powerful figure),Robert F. Kennedy Jr.,overlay,1100000,7525847595214720311
democrats,20250711,PHOTO EMERGES OF RFK JR. POSING WITH DEAD BEAR CUB,up (powerful figure),Robert F. Kennedy Jr.,overlay,1100000,7525847595214720311
democrats,20250711,he's got a dead worm in his brain 🥰,up (powerful figure),Robert F. Kennedy Jr.,overlay,1100000,7525847595214720311
democrats,20250711,doing everything but her job,up (powerful figure),Kristi Noem,caption,1000000,7525877462522187021
democrats,20250711,"Oh my God, my fit is fantastic.",up (powerful figure),Kristi Noem,sound,1000000,7525877462522187021
democrats,20250711,Wow who would have thought that electing a rapist would have complicated the release of the Epstein Files?,up (powerful figure),Donald Trump,overlay,3100000,7525958143038344503
democrats,20250712,Senator Ossoff just cooked Trump on the Epstein files 😭,up (powerful figure),Donald Trump,overlay,2800000,7526316811508403469
democrats,20250712,Did anyone really think the sexual predator president who used to party with Jeffrey Epstein was going to release the Epstein files?,up (powerful figure),Donald Trump,speech,2800000,7526316811508403469
democrats,20250712,SEXUAL PREDATOR PRESIDENT,up (powerful figure),Donald Trump,overlay,2800000,7526316811508403469
democrats,20250712,if you’re in the files just say that😭,up (powerful figure),Donald Trump,caption,69300,7526319334944197902
democrats,20250712,Oh he's maddddd😭,up (powerful figure),Donald Trump,overlay,69300,7526319334944197902
democrats,20250713,🤏🤏🤏,up (powerful figure),Donald Trump,caption,308200,7526390989922061582
democrats,20250713,why does Trump look so tiny 😂,up (powerful figure),Donald Trump,overlay,308200,7526390989922061582
democrats,20250714,why does JD run like this 😭,up (powerful figure),JD Vance,overlay,2300000,7526995956257099021
democrats,20250714,"Wobbly wiggly, wobbly wiggly, wobbly wiggly, ooh. Ooh, ooh.",up (powerful figure),JD Vance,sound,2300000,7526995956257099021
democrats,20250715,What changed?,lateral (institution),Donald Trump; House Republicans,caption,636400,7527342299689274637
democrats,20250715,Almost every House Republican just voted to BLOCK the release of the Epstein files !!,up (powerful figure),House Republican,overlay,435600,7527396657617521975
democrats,20250715,quiet part out loud,up (powerful figure),Donald Trump,caption,596300,7527421842320149815
democrats,20250715,Trump admits to gerrymandering: “We’ll pick up 5 seats” 😳,up (powerful figure),Donald Trump,overlay,596300,7527421842320149815
democrats,20250716,He knows.,up (powerful figure),Donald Trump,caption,386500,7527697484030709006
democrats,20250716,"He calls his own concerned voters ""weaklings""",up (powerful figure),Donald Trump,overlay,386500,7527697484030709006
democrats,20250716,I don't want their support anymore.,up (powerful figure),Donald Trump,overlay,386500,7527697484030709006
democrats,20250717,"I’ve known Jeff for fifteen years. Terrific guy. He’s a lot of fun to be with. It is even said that he likes beautiful women as much as I do, and many of them are on the younger side. No doubt about it — Jeffrey enjoys his social life.",up (powerful figure),Donald Trump,overlay,1700000,7528090788350168334
democrats,20250717,they not like us,up (powerful figure),Donald Trump,sound,1700000,7528090788350168334
democrats,20250718,You sure about that?,up (powerful figure),Donald Trump,caption,521200,7528520464495365390
democrats,20250718,A THOUSAND WORDS,up (powerful figure),Donald Trump,overlay,521200,7528520464495365390
democrats,20250718,TRUMP CLAIMS HE ‘NEVER WROTE A PICTURE IN MY LIFE.’ HE ACTUALLY DREW PLENTY OF THEM,up (powerful figure),Donald Trump,overlay,521200,7528520464495365390
democrats,20250721,Trump getting cooked for his friendship with Epstein,up (powerful figure),Donald Trump,overlay,262600,7529601301185891639
democrats,20250721,lol,up (powerful figure),Donald Trump,caption,262600,7529601301185891639
democrats,20250721,"Guys, I can't do this! Hey, bear. Fuck off my head! I can't reach him now! Get the fuck off!",up (powerful figure),Donald Trump,sound,262600,7529601301185891639
democrats,20250721,Trump releasing the MLK files and renaming football teams to stop people from talking about the Epstein files:,up (powerful figure),Donald Trump,overlay,293500,7529657802223062285
democrats,20250721,That was last week. Let's move on. Chapter 2. Can we please do that? Some of y'all need to be stuck in Chapter 1. I'm ready for Chapter 2.,up (powerful figure),Donald Trump,sound,293500,7529657802223062285
democrats,20250722,"Now, do the Epstein files.",up (powerful figure),Donald Trump,overlay,1900000,7529715475987713294
democrats,20250723,are they fr 🥀🥀,lateral (institution),Mike Johnson and Republicans,caption,299100,7530275997367733518
democrats,20250723,Mike Johnson and Republicans shutting the House down and leaving for vacation early to avoid releasing the Epstein files,lateral (institution),Mike Johnson and Republicans,overlay,299100,7530275997367733518
democrats,20250723,"No, no, we don't want to do that. We don't want to do that.",lateral (institution),Mike Johnson and Republicans,sound,299100,7530275997367733518
democrats,20250723,he’s crashing out 😭,up (powerful figure),Donald Trump,caption,186300,7530299885552176439
democrats,20250723,Trump is now admitting his Epstein deflection tactics 😅,up (powerful figure),Donald Trump,overlay,186300,7530299885552176439
democrats,20250723,"Every time they give you a question that is not appropriate, just say, 'Obama cheated on the election.'",up (powerful figure),Donald Trump,overlay,186300,7530299885552176439
democrats,20250723,"Yeah, he's lost man.",up (powerful figure),Donald Trump,sound,186300,7530299885552176439
democrats,20250723,He don't know what the fuck to do.,up (powerful figure),Donald Trump,sound,186300,7530299885552176439
democrats,20250725,be so fr 🥀,up (powerful figure),Donald Trump,caption,212100,7531029425148661006
democrats,20250725,Trump gets instantly fact checked by the Fed Chair 😂,up (powerful figure),Donald Trump,overlay,212100,7531029425148661006
democrats,20250725,Trump opens the door for a Ghislaine Maxwell pardon: “I’m allowed to do it” 😬,up (powerful figure),Donald Trump,overlay,169600,7531083096008051981
democrats,20250725,What??,up (powerful figure),Donald Trump,caption,169600,7531083096008051981
democrats,20250725,Trump kicks 17 million Americans off their healthcare,up (powerful figure),Donald Trump,overlay,624800,7531154995870289165
democrats,20250726,"Just found out I'm chopped, and also unk.",up (powerful figure),Donald Trump,sound,11900000,7531412132483681550
democrats,20250727,what happens in DC doesn't affect me,up (powerful figure),People who believe politics in Washington D.C. don't impact them,overlay,256600,7531780421906976055
democrats,20250728,The way Trump talks about Ghislaine Maxwell tells you everything you need to know,up (powerful figure),Donald Trump,overlay,141900,7532165396925795639
democrats,20250728,you sure about that??,up (powerful figure),Donald Trump,caption,314900,7532177901131746574
democrats,20250728,UNDERWATER ON ALL MAJOR ISSUES,up (powerful figure),Donald Trump,overlay,314900,7532177901131746574
democrats,20250728,EPSTEIN CASE: -37 PTS,up (powerful figure),Donald Trump,overlay,314900,7532177901131746574
democrats,20250728,what,up (powerful figure),Donald Trump,caption,575900,7532223485993618701
democrats,20250728,Trump rambling about windmills 😅,up (powerful figure),Donald Trump,overlay,575900,7532223485993618701
democrats,20250728,We just want the files released,up (powerful figure),Donald Trump,overlay,831500,7532233079407054135
democrats,20250729,Um,up (powerful figure),Donald Trump,caption,241000,7532583186543414583
democrats,20250729,And they say the noise causes cancer.,up (powerful figure),Donald Trump,speech,241000,7532583186543414583
democrats,20250729,"Darling, I'd like to watch the president on television tonight. Honey, I don't think we'll be able to. The wind is not blowing.",up (powerful figure),Donald Trump,speech,241000,7532583186543414583
democrats,20250729,I want to be a whale psychiatrist. It drives the whales frickin' crazy.,up (powerful figure),Donald Trump,speech,241000,7532583186543414583
democrats,20250729,Because it's driving them loco. It's driving them crazy.,up (powerful figure),Donald Trump,speech,241000,7532583186543414583
democrats,20250730,"Every night, at dinner, I'll be there. Every birthday party, I'll be there. I'll be there. Every Christmas, I'll be there.",up (powerful figure),Donald Trump,sound,16100000,7532661837989547277
democrats,20250730,in 4k 📸,up (powerful figure),Donald Trump,caption,16100000,7532661837989547277
democrats,20250730,fuck it trump golf lowlights,up (powerful figure),Donald Trump,overlay,696400,7532962453466926391
democrats,20250730,They’re literally saying the quiet part out loud,lateral (institution),Republican Party,caption,101700,7532985149651291406
